0,Brand,Model,Price,Fuel,Variant,KMS_driven
4099,2017 Mahindra Scorpio,1.99 S4 Plus,7.00 Lakh,Diesel,Manual,"29,131 kms"
4100,2016 Renault KWID,1.2 Revotron XE,2.50 Lakh,Petrol,Manual,"36,139 kms"
4101,2019 Tata Nexon,1.2 Revotron XE,5.00 Lakh,Petrol,Manual,"83,465 kms"
4102,2015 Maruti Alto 800,LXI,2.65 Lakh,Petrol,Manual,"41,640 kms"
4103,2018 Maruti Baleno,1.3 Delta,5.00 Lakh,Diesel,Manual,"91,375 kms"
4104,2017 Maruti Baleno,1.2 Delta,6.23 Lakh,Petrol,Manual,"39,691 kms"
4105,2016 Maruti Swift,ZXI BSIV,5.77 Lakh,Petrol,Manual,"61,699 kms"
4106,2020 Maruti Celerio,ZXI,5.43 Lakh,Petrol,Manual,"15,801 kms"
4107,2015 Hyundai EON,Magna Plus,3.08 Lakh,Petrol,Manual,"53,932 kms"
4108,2017 Renault KWID,Climber 1.0 MT,4.41 Lakh,Petrol,Manual,"47,981 kms"
4109,2016 Honda Jazz,1.2 S AT i VTEC,6.83 Lakh,Petrol,Automatic,"11,388 kms"
4110,2015 Honda City,i VTEC V,6.70 Lakh,Petrol,Manual,"91,184 kms"
4111,2018 Jeep Compass,1.4 Limited Option,15.53 Lakh,Petrol,Automatic,"48,432 kms"
4112,2018 Honda WR-V,i-VTEC VX,8.23 Lakh,Petrol,Manual,"49,979 kms"
4113,2016 Maruti Baleno,1.2 Delta,6.03 Lakh,Petrol,Manual,"17,581 kms"
4114,2019 Maruti Alto 800,LXI,3.58 Lakh,Petrol,Manual,"99,666 kms"
4115,2018 Jeep Compass,1.4 Limited Plus BSIV,16.99 Lakh,Petrol,Automatic,"71,160 kms"
4116,2020 Maruti Alto 800,VXI,3.88 Lakh,Petrol,Manual,"5,078 kms"
4117,2021 Honda Jazz,ZX,9.52 Lakh,Petrol,Manual,"65,674 kms"
4118,2020 BMW X7,xDrive 40i,1.18 Cr,Petrol,Automatic,"47,072 kms"
4119,2021 BMW 3 Series Gran Limousine,320Ld Iconic Edition,53.75 Lakh,Diesel,Automatic,"57,853 kms"
4120,2021 Mercedes-Benz GLS,400d 4MATIC,1.33 Cr,Diesel,Automatic,"22,694 kms"
4121,2016 Mercedes-Benz S-Class,AMG S63 Coupe,1.61 Cr,Petrol,Automatic,"73,650 kms"
4122,2020 Porsche Macan,3.0 Twin Turbo V6,79.50 Lakh,Petrol,Automatic,"35,539 kms"
4123,2018 Mercedes-Benz S-Class,Maybach S560,1.67 Cr,Petrol,Automatic,"43,335 kms"
4124,2017 Jeep Compass,1.4 Limited,14.73 Lakh,Petrol,Automatic,"40,627 kms"
4125,2019 Hyundai Grand i10,1.2 Kappa Asta,6.05 Lakh,Petrol,Manual,"79,159 kms"
4126,2012 Hyundai i10,Sportz,2.95 Lakh,Petrol,Manual,"50,414 kms"
4127,2018 Maruti Ignis,1.2 Zeta BSIV,5.28 Lakh,Petrol,Manual,"39,956 kms"
4128,2018 Nissan Micra Active,XV S,4.60 Lakh,Petrol,Manual,"33,905 kms"
4129,2013 Maruti Alto 800,LXI,2.88 Lakh,Petrol,Manual,"30,451 kms"
4130,2020 Skoda Rapid,1.0 TSI Ambition AT,9.85 Lakh,Petrol,Automatic,"85,963 kms"
4131,2020 MG Hector,Sharp DCT,18.45 Lakh,Petrol,Automatic,"68,281 kms"
4132,2017 Honda City,i-VTEC V,7.41 Lakh,Petrol,Manual,"7,318 kms"
4133,2018 Maruti Ciaz,1.4 S,8.39 Lakh,Petrol,Manual,"30,330 kms"
4134,2017 Maruti Ciaz,1.4 AT Alpha,7.85 Lakh,Petrol,Automatic,"1,07,186 kms"
4135,2014 Maruti Swift Dzire,ZXI,4.95 Lakh,Petrol,Manual,"51,393 kms"
4136,2020 Maruti Baleno,Zeta,7.68 Lakh,Petrol,Manual,"72,378 kms"
4137,2019 Hyundai Verna,VTVT 1.6 SX,9.58 Lakh,Petrol,Manual,"98,461 kms"
4138,2017 Honda City,i VTEC V,7.70 Lakh,Petrol,Manual,"63,004 kms"
4139,2017 Maruti Wagon R,VXI BS IV,4.03 Lakh,Petrol,Manual,"36,089 kms"
4140,2016 Maruti Baleno,1.2 Zeta,5.98 Lakh,Petrol,Manual,"24,779 kms"
4141,2018 Maruti Swift Dzire,AMT ZXI BS IV,7.52 Lakh,Petrol,Automatic,"67,241 kms"
4142,2021 Maruti Baleno,Zeta,8.44 Lakh,Petrol,Manual,"18,466 kms"
4143,2020 Nissan Kicks,1.3 Turbo XV Pre Option,13.00 Lakh,Petrol,Manual,"42,774 kms"
4144,2016 Hyundai Grand i10,CRDi Sportz,4.85 Lakh,Diesel,Manual,"1,00,659 kms"
4145,2018 Mahindra Thar,CRDe,8.42 Lakh,Diesel,Manual,"37,247 kms"
4146,2017 Mahindra XUV500,AT W10 FWD,15.83 Lakh,Diesel,Automatic,"40,658 kms"
4147,2015 Maruti Wagon R,VXI BS IV,4.23 Lakh,Petrol,Manual,"60,862 kms"
4148,2018 Maruti Baleno,1.2 Alpha,7.06 Lakh,Petrol,Manual,"85,838 kms"
4149,2015 Renault Duster,85PS Diesel RxL,6.15 Lakh,Diesel,Manual,"1,19,974 kms"
4150,2016 Maruti Wagon R,AMT VXI,4.55 Lakh,Petrol,Automatic,"21,985 kms"
4151,2018 Maruti Celerio,VXI Optional MT BSIV,4.93 Lakh,Petrol,Manual,"8,403 kms"
4152,2017 Maruti Swift Dzire,ZDI,7.33 Lakh,Diesel,Manual,"79,440 kms"
4153,2014 Renault Duster,85PS Diesel RxL Plus,5.06 Lakh,Diesel,Manual,"51,366 kms"
4154,2015 Maruti Alto 800,LXI,2.81 Lakh,Petrol,Manual,"49,913 kms"
4155,2017 Maruti Alto 800,LXI Optional,3.23 Lakh,Petrol,Manual,"48,577 kms"
4156,2016 Honda City,i VTEC V,7.33 Lakh,Petrol,Manual,"36,843 kms"
4157,2021 Tata Harrier,XZ Plus Dark Edition,21.31 Lakh,Diesel,Manual,"82,752 kms"
4158,2016 Maruti Swift,ZXI BSIV,5.74 Lakh,Petrol,Manual,"53,127 kms"
4159,2015 Maruti Swift Dzire,VXI,5.33 Lakh,Petrol,Manual,"72,374 kms"
4160,2020 Honda City,VX MT,11.53 Lakh,Petrol,Manual,"49,272 kms"
4161,2016 Honda City,i VTEC V,7.38 Lakh,Petrol,Manual,"12,876 kms"
4162,2018 Maruti Baleno,1.2 Zeta,6.73 Lakh,Petrol,Manual,"4,844 kms"
4163,2015 Nissan Micra Active,XV,3.58 Lakh,Petrol,Manual,"28,628 kms"
4164,2015 Hyundai Grand i10,Asta,4.00 Lakh,Petrol,Manual,"81,205 kms"
4165,2018 Hyundai Santro,Asta BSIV,4.76 Lakh,Petrol,Manual,"17,993 kms"
4166,2016 Maruti Vitara Brezza,ZDi Plus Dual Tone,7.89 Lakh,Diesel,Manual,"75,238 kms"
4167,2018 Hyundai Santro,Asta BSIV,5.01 Lakh,Petrol,Manual,"85,763 kms"
4168,2016 Maruti Wagon R,VXI BS IV,4.31 Lakh,Petrol,Manual,"74,752 kms"
4169,2014 Maruti Alto 800,LXI,2.73 Lakh,Petrol,Manual,"45,750 kms"
4170,2017 Maruti Ciaz,1.4 Delta,6.88 Lakh,Petrol,Manual,"11,683 kms"
4171,2017 Maruti Baleno,1.2 Zeta,6.85 Lakh,Petrol,Manual,"15,375 kms"
4172,2017 Maruti Baleno,1.2 Zeta,6.28 Lakh,Petrol,Manual,"35,625 kms"
4173,2014 Honda City,i VTEC SV,5.78 Lakh,Petrol,Manual,"39,373 kms"
4174,2014 Maruti Swift,ZXI BSIV,5.32 Lakh,Petrol,Manual,"52,204 kms"
4175,2019 Tata Tiago,XZA Plus,6.39 Lakh,Petrol,Automatic,"89,888 kms"
4176,2017 Toyota Corolla Altis,1.8 G,10.83 Lakh,Petrol,Manual,"58,516 kms"
4177,2015 Maruti Wagon R,VXI BS IV,3.73 Lakh,Petrol,Manual,"74,000 kms"
4178,2013 Maruti Swift Dzire,VXI,4.58 Lakh,Petrol,Manual,"48,000 kms"
4179,2013 Skoda Rapid,1.6 TDI Ambition Plus,4.23 Lakh,Diesel,Manual,"91,000 kms"
4180,2016 Hyundai Grand i10,Sportz,4.96 Lakh,Petrol,Manual,"49,000 kms"
4181,2017 Maruti Baleno,1.2 Zeta,6.78 Lakh,Petrol,Manual,"48,000 kms"
4182,2017 Maruti Wagon R,VXI BS IV,4.48 Lakh,Petrol,Manual,"1,07,000 kms"
4183,2021 MG Hector,Sharp AT BSIV,20.20 Lakh,Petrol,Automatic,"11,000 kms"
4184,2017 Maruti Wagon R,VXI BS IV,4.26 Lakh,Petrol,Manual,"15,000 kms"
4185,2018 Volkswagen Polo,1.5 TDI Highline Plus,7.08 Lakh,Diesel,Manual,"28,000 kms"
4186,2020 Mahindra XUV500,W9 2WD,16.00 Lakh,Diesel,Manual,"18,000 kms"
4187,2019 Hyundai i20,Diesel Asta Option,8.09 Lakh,Diesel,Manual,"62,000 kms"
4188,2017 Honda Jazz,1.2 V AT i VTEC,6.68 Lakh,Petrol,Automatic,"81,000 kms"
4189,2019 Kia Seltos,HTX D,14.98 Lakh,Diesel,Manual,"84,000 kms"
4190,2018 Jeep Compass,1.4 Sport,14.43 Lakh,Petrol,Manual,"83,000 kms"
4191,2015 Datsun GO,T BSIV,2.89 Lakh,Petrol,Manual,"33,059 kms"
4192,2016 Maruti Swift Dzire,VXI,5.85 Lakh,Petrol,Manual,"1,00,000 kms"
4193,2021 Renault Kiger,RXT Turbo DT,8.24 Lakh,Petrol,Manual,"15,000 kms"
4194,2014 Hyundai i20,Sportz 1.4 CRDi,4.62 Lakh,Diesel,Manual,"90,000 kms"
4195,2019 Hyundai Verna,CRDi 1.6 AT SX Plus,12.36 Lakh,Diesel,Automatic,"72,000 kms"
4196,2015 Hyundai i20,Asta 1.4 CRDi,6.42 Lakh,Diesel,Manual,"13,500 kms"
4197,2020 Hyundai Verna,SX,11.63 Lakh,Petrol,Manual,"1,85,000 kms"
4198,2014 Maruti Swift,VDI BSIV,4.41 Lakh,Diesel,Manual,"90,000 kms"
4199,2017 Tata Tiago,1.2 Revotron XZ,4.53 Lakh,Petrol,Manual,"1,01,000 kms"
4200,2021 Hyundai Santro,Sportz,5.90 Lakh,Petrol,Manual,"49,000 kms"
4201,2016 Hyundai Grand i10,Asta,5.23 Lakh,Petrol,Manual,"1,16,000 kms"
4202,2019 Hyundai Grand i10,1.2 Kappa Sportz BSIV,5.37 Lakh,Petrol,Manual,"1,10,000 kms"
4203,2016 Hyundai Verna,1.6 VTVT SX,7.23 Lakh,Petrol,Manual,"30,000 kms"
4204,2019 Hyundai Grand i10,Sportz,5.83 Lakh,Petrol,Manual,"81,000 kms"
4205,2017 Maruti Baleno,1.2 Delta,5.97 Lakh,Petrol,Manual,"75,000 kms"
4206,2017 Hyundai Grand i10,Sportz,5.18 Lakh,Petrol,Manual,"96,000 kms"
4207,2017 Hyundai Verna,CRDi 1.6 SX,8.39 Lakh,Diesel,Manual,"75,000 kms"
4208,2017 Hyundai i20,1.2 Spotz,6.48 Lakh,Petrol,Manual,"72,947 kms"
4209,2013 Toyota Etios,G Xclusive Edition,3.66 Lakh,Petrol,Manual,"62,115 kms"
4210,2017 Maruti Ciaz,1.3 Alpha,8.11 Lakh,Diesel,Manual,"40,816 kms"
4211,2017 Hyundai Grand i10,1.2 Kappa Sportz Option AT,5.96 Lakh,Petrol,Automatic,"83,000 kms"
4212,2015 Maruti Wagon R,LXI BS IV,3.86 Lakh,Petrol,Manual,"69,099 kms"
4213,2019 Renault KWID,Climber 1.0 MT,4.44 Lakh,Petrol,Manual,"1,16,551 kms"
4214,2017 Hyundai Verna,CRDi 1.6 AT SX Plus,9.63 Lakh,Diesel,Automatic,"65,000 kms"
4215,2016 Maruti Swift Dzire,VXI,5.50 Lakh,Petrol,Manual,"62,926 kms"
4216,2021 Datsun RediGO,T Option,4.15 Lakh,Petrol,Manual,"1,49,000 kms"
4217,2017 Maruti Baleno,1.2 CVT Zeta,6.93 Lakh,Petrol,Automatic,"52,500 kms"
4218,2014 Hyundai Verna,1.6 SX,5.43 Lakh,Diesel,Manual,"38,700 kms"
4219,2016 Maruti Alto 800,LXI,2.53 Lakh,Petrol,Manual,"70,000 kms"
4220,2015 Volkswagen Polo,1.5 TDI Comfortline,5.34 Lakh,Diesel,Manual,"60,300 kms"
4221,2016 Volkswagen Ameo,1.5 TDI Comfortline,4.91 Lakh,Diesel,Manual,"1,15,000 kms"
4222,2017 Maruti Wagon R,VXI BS IV,4.46 Lakh,Petrol,Manual,"90,000 kms"
4223,2017 Hyundai Grand i10,Sportz,5.28 Lakh,Petrol,Manual,"35,000 kms"
4224,2020 Mahindra Thar,LX 4-Str Convert Top Diesel AT,15.95 Lakh,Diesel,Automatic,"88,000 kms"
4225,2019 Maruti Ciaz,Alpha Automatic BSIV,8.89 Lakh,Petrol,Automatic,"69,000 kms"
4226,2019 MG Hector,Sharp DCT,17.30 Lakh,Petrol,Automatic,"1,09,950 kms"
4227,2018 Maruti Baleno,1.2 Alpha,7.09 Lakh,Petrol,Manual,"89,000 kms"
4228,2016 Mahindra TUV 300,T8 AMT,6.33 Lakh,Diesel,Automatic,"92,500 kms"
4229,2015 Maruti Swift,VDI BSIV,5.15 Lakh,Diesel,Manual,"68,000 kms"
4230,2016 Maruti Swift Dzire,VXI,5.71 Lakh,Petrol,Manual,"89,313 kms"
4231,2015 Hyundai Grand i10,Sportz,4.44 Lakh,Petrol,Manual,"72,000 kms"
4232,2016 Maruti Vitara Brezza,ZDi Plus,8.13 Lakh,Diesel,Manual,"16,000 kms"
4233,2014 Hyundai i20,Sportz 1.4 CRDi,4.31 Lakh,Diesel,Manual,"5,200 kms"
4234,2018 Toyota Yaris,G BSIV,8.98 Lakh,Petrol,Manual,"30,000 kms"
4235,2021 Tata Nexon,XZ Plus S,11.68 Lakh,Petrol,Manual,"91,300 kms"
4236,2016 Maruti Ciaz,RS ZDi Plus SHVS,6.93 Lakh,Diesel,Manual,"92,000 kms"
4237,2018 Maruti Vitara Brezza,ZDi,9.43 Lakh,Diesel,Manual,"1,11,000 kms"
4238,2017 Datsun RediGO,1.0 S,2.28 Lakh,Petrol,Manual,"68,000 kms"
4239,2018 Maruti Vitara Brezza,ZDi Plus Dual Tone,9.18 Lakh,Diesel,Manual,"1,33,000 kms"
4240,2018 Renault KWID,1.0 RXT Optional,4.01 Lakh,Petrol,Manual,"75,000 kms"
4241,2017 Hyundai Creta,1.6 CRDi AT SX Plus,11.92 Lakh,Diesel,Automatic,"35,000 kms"
4242,2018 Hyundai Creta,1.6 SX Option Diesel,13.41 Lakh,Diesel,Manual,"60,000 kms"
4243,2018 Mahindra XUV500,W7 BSIV,12.66 Lakh,Diesel,Manual,"68,000 kms"
4244,2017 Tata Tiago,1.2 Revotron XZA,5.16 Lakh,Petrol,Automatic,"31,000 kms"
4245,2021 Hyundai i20,Asta Opt Diesel,11.58 Lakh,Diesel,Manual,"4,500 kms"
4246,2021 Maruti Ciaz,Alpha,11.33 Lakh,Petrol,Manual,"90,000 kms"
4247,2020 Renault Triber,RXZ EASY-R AMT,7.38 Lakh,Petrol,Automatic,"1,06,000 kms"
4248,2015 Hyundai i10,Sportz 1.1L,3.49 Lakh,Petrol,Manual,"96,900 kms"
4249,2017 Hyundai i20,1.2 Asta,7.05 Lakh,Petrol,Manual,"61,059 kms"
4250,2015 Hyundai i20,Sportz 1.2,5.12 Lakh,Petrol,Manual,"1,13,000 kms"
4251,2015 Maruti Swift,VXI,4.68 Lakh,Petrol,Manual,"95,000 kms"
4252,2016 Hyundai i20,Asta 1.2,5.98 Lakh,Petrol,Manual,"1,10,000 kms"
4253,2017 Hyundai Creta,1.6 VTVT SX Plus,10.55 Lakh,Petrol,Manual,"1,13,000 kms"
4254,2021 Hyundai Grand i10 Nios,AMT Sportz,7.50 Lakh,Petrol,Automatic,"80,000 kms"
4255,2019 Maruti Swift Dzire,AMT VXI,7.44 Lakh,Petrol,Automatic,"80,000 kms"
4256,2018 Renault KWID,Climber 1.0 AMT,4.26 Lakh,Petrol,Automatic,"80,000 kms"
4257,2017 Maruti Swift,VXI,5.00 Lakh,Petrol,Manual,"1,09,467 kms"
4258,2017 Hyundai Creta,1.4 CRDi S,8.66 Lakh,Diesel,Manual,"77,491 kms"
4259,2014 Hyundai Grand i10,Asta,4.10 Lakh,Petrol,Manual,"72,000 kms"
4260,2011 Maruti Ritz,VXi,3.25 Lakh,Petrol,Manual,"65,707 kms"
4261,2017 Maruti Swift Dzire,VDI,7.45 Lakh,Diesel,Manual,"85,000 kms"
4262,2020 Maruti Ertiga,ZXI Plus,11.75 Lakh,Petrol,Manual,"92,000 kms"
4263,2016 Mahindra Bolero,ZLX,6.70 Lakh,Diesel,Manual,"40,000 kms"
4264,2013 Maruti Wagon R,LXI BS IV,3.60 Lakh,Petrol,Manual,"1,24,505 kms"
4265,2014 Maruti Wagon R,VXI 1.2 BSIV,3.95 Lakh,Petrol,Manual,"85,240 kms"
4266,2012 Mahindra Bolero,ZLX,4.00 Lakh,Diesel,Manual,"22,280 kms"
4267,2020 Audi S5,3.0 TFSIq Tiptronic,69.50 Lakh,Petrol,Automatic,"42,076 kms"
4268,2017 Mercedes-Benz CLA,Urban Sport 200,28.00 Lakh,Petrol,Automatic,"1,45,000 kms"
4269,2017 Maruti Swift Dzire,VXI 1.2 BS IV,6.70 Lakh,Petrol,Manual,"20,000 kms"
4270,2020 BMW X4,M Sport X xDrive30d,68.50 Lakh,Diesel,Automatic,"90,000 kms"
4271,2015 Maruti Swift,VXI,5.50 Lakh,Petrol,Manual,"1,17,000 kms"
4272,2012 Maruti Wagon R,CNG LXI,2.95 Lakh,CNG,Manual,"48,000 kms"
4273,2018 Maruti SX4 S Cross,Delta DDiS 200 SH,8.25 Lakh,Diesel,Manual,"95,000 kms"
4274,2018 Maruti Swift Dzire Tour,1.3 S Diesel,6.25 Lakh,Diesel,Manual,"27,850 kms"
4275,2019 Hyundai Verna,VTVT 1.6 AT SX Option,13.80 Lakh,Petrol,Automatic,"66,000 kms"
4276,2013 Ford Figo,Diesel ZXI,2.85 Lakh,Diesel,Manual,"56,000 kms"
4277,2019 Hyundai Grand i10,1.2 Kappa Asta,5.56 Lakh,Petrol,Manual,"73,373 kms"
4278,2011 Hyundai Verna,1.6 SX CRDi (O),4.00 Lakh,Diesel,Manual,"1,36,000 kms"
4279,2014 BMW X5,xDrive 30d M Sport,24.50 Lakh,Diesel,Automatic,"72,165 kms"
4280,2021 MG Hector Plus,Sharp Hybrid MT,22.00 Lakh,Petrol,Manual,"1,61,505 kms"
4281,2013 Toyota Fortuner,4x4 MT,11.00 Lakh,Diesel,Manual,"67,612 kms"
4282,2011 Volkswagen Vento,Diesel Highline,3.50 Lakh,Diesel,Manual,"66,505 kms"
4283,2013 Hyundai EON,D Lite Plus,2.50 Lakh,Petrol,Manual,"16,049 kms"
4284,2019 Maruti Vitara Brezza,ZDi Plus AMT,10.80 Lakh,Diesel,Automatic,"18,039 kms"
4285,2015 Maruti Swift Dzire,VDI,5.25 Lakh,Diesel,Manual,"2,236 kms"
4286,2013 Mercedes-Benz GL-Class,350 CDI Luxury,16.50 Lakh,Diesel,Automatic,"60,000 kms"
4287,2020 Mahindra Thar,AX Opt 4-Str Convert Top,16.25 Lakh,Petrol,Manual,"39,000 kms"
4288,2012 Maruti Wagon R,CNG LXI,3.00 Lakh,CNG,Manual,"63,374 kms"
4289,2013 Ford Figo,Diesel Titanium,2.50 Lakh,Diesel,Manual,"1,01,802 kms"
4290,2012 Maruti Ertiga,VDI,5.25 Lakh,Diesel,Manual,"7,000 kms"
4291,2016 Honda Jazz,1.5 S i DTEC,5.56 Lakh,Diesel,Manual,"29,000 kms"
4292,2008 Mercedes-Benz C-Class,220 CDI AT,9.00 Lakh,Diesel,Automatic,"1,36,000 kms"
4293,2018 Mahindra Thar,CRDe ABS,9.50 Lakh,Diesel,Manual,"34,000 kms"
4294,2019 Hyundai Venue,SX Plus Turbo DCT,10.50 Lakh,Petrol,Automatic,"88,000 kms"
4295,2016 Mahindra Scorpio,S6 7 Seater,8.50 Lakh,Diesel,Manual,"30,000 kms"
4296,2016 Mahindra Thar,DI 4X4,7.50 Lakh,Diesel,Manual,"48,000 kms"
4297,2013 Hyundai i20,Asta 1.4 CRDi,4.80 Lakh,Diesel,Manual,"73,000 kms"
4298,2016 Maruti Swift Dzire,AMT ZDI,6.80 Lakh,Diesel,Automatic,"28,228 kms"
4299,2011 Maruti Zen Estilo,LXI BS IV,2.40 Lakh,Petrol,Manual,"58,000 kms"
4300,2016 Toyota Innova Crysta,2.8 ZX AT BSIV,18.80 Lakh,Diesel,Automatic,"49,000 kms"
4301,2016 Honda Jazz,1.2 VX i VTEC,5.95 Lakh,Petrol,Manual,"50,000 kms"
4302,2019 Volkswagen Vento,1.2 TSI Highline Plus AT,10.99 Lakh,Petrol,Automatic,"1,34,000 kms"
4303,2014 Jaguar XF,2.2 Litre Luxury,23.99 Lakh,Diesel,Automatic,"56,088 kms"
4304,2017 Tata Hexa,XE,9.80 Lakh,Diesel,Manual,"52,561 kms"
4305,2011 Skoda Rapid,1.6 TDI Elegance,3.46 Lakh,Diesel,Manual,"50,000 kms"
4306,2016 Maruti Ciaz,ZDi,6.67 Lakh,Diesel,Manual,"50,117 kms"
4307,2020 Maruti Swift Dzire,VXI,7.50 Lakh,Petrol,Manual,"56,750 kms"
4308,2014 Maruti Swift Dzire,ZDI,5.75 Lakh,Diesel,Manual,"70,023 kms"
4309,2017 Maruti Swift,VVT VXI,5.25 Lakh,Petrol,Manual,"62,232 kms"
4310,2012 Renault Duster,110PS Diesel RxZ Pack,4.55 Lakh,Diesel,Manual,"68,283 kms"
4311,2008 Hyundai Verna,CRDi SX ABS,2.75 Lakh,Diesel,Manual,"52,606 kms"
4312,2016 Hyundai Xcent,1.1 CRDi Base,3.80 Lakh,Diesel,Manual,"47,044 kms"
4313,2016 Nissan Micra Active,XV,4.65 Lakh,Petrol,Manual,"34,180 kms"
4314,2015 Volkswagen Polo,1.5 TDI Highline,5.70 Lakh,Diesel,Manual,"33,672 kms"
4315,2015 Maruti Wagon R,VXI 1.2,4.15 Lakh,Petrol,Manual,"17,510 kms"
4316,2018 BMW 5 Series,520d Luxury Line,47.00 Lakh,Diesel,Automatic,"27,120 kms"
4317,2019 BMW 3 Series,330i M Sport,46.00 Lakh,Petrol,Automatic,"41,372 kms"
4318,2019 Ford Endeavour,3.2 Titanium AT 4X4,36.00 Lakh,Diesel,Automatic,"38,891 kms"
4319,2015 Maruti Swift,VDI,5.80 Lakh,Diesel,Manual,"93,000 kms"
4320,2015 Maruti Swift,VDI BSIV,5.55 Lakh,Diesel,Manual,"81,000 kms"
4321,2011 Toyota Fortuner,3.0 Diesel,12.50 Lakh,Diesel,Manual,"93,000 kms"
4322,2016 Volvo XC 90,D5 Inscription BSIV,49.50 Lakh,Diesel,Automatic,"98,000 kms"
4323,2016 Volvo XC 90,D5 Inscription BSIV,39.95 Lakh,Diesel,Automatic,"36,000 kms"
4324,2008 Hyundai Verna,CRDi SX,2.99 Lakh,Diesel,Manual,"90,331 kms"
4325,2018 Hyundai Grand i10,1.2 Kappa Asta,6.45 Lakh,Petrol,Manual,"91,000 kms"
4326,2015 Hyundai Verna,1.6 CRDi AT SX,8.50 Lakh,Diesel,Automatic,"85,863 kms"
4327,2016 Ford Endeavour,2.2 Titanium AT 4X2,23.75 Lakh,Diesel,Automatic,"76,000 kms"
4328,2016 Hyundai Verna,1.6 CRDi SX,8.50 Lakh,Diesel,Manual,"59,106 kms"
4329,2021 Volkswagen Taigun,1.0 TSI Topline,17.25 Lakh,Petrol,Manual,"1,15,733 kms"
4330,2008 Honda Civic,1.8 S MT,2.20 Lakh,Petrol,Manual,"1,42,000 kms"
4331,2011 Mercedes-Benz C-Class,220 CDI AT,11.25 Lakh,Diesel,Automatic,"20,501 kms"
4332,2017 Maruti Swift Dzire,AMT VDI,7.69 Lakh,Diesel,Automatic,"1,02,000 kms"
4333,2014 Maruti Alto 800,LXI,2.80 Lakh,Petrol,Manual,"20,629 kms"
4334,2013 Maruti Swift,VDI,4.65 Lakh,Diesel,Manual,"50,000 kms"
4335,2016 Hyundai EON,LPG,2.95 Lakh,LPG,Manual,"69,000 kms"
4336,2007 Mitsubishi Cedia,Sports,3.50 Lakh,Petrol,Manual,"40,000 kms"
4337,2012 Hyundai i10,Sportz,2.85 Lakh,Petrol,Manual,"15,000 kms"
4338,2009 Maruti Wagon R,LXI,1.90 Lakh,Petrol,Manual,"98,000 kms"
4339,2011 Ford Figo,Diesel ZXI,2.30 Lakh,Diesel,Manual,"96,000 kms"
4340,2017 Hyundai Creta,1.6 SX Automatic Diesel,13.50 Lakh,Diesel,Automatic,"85,000 kms"
4341,2012 Audi Q3,2.0 TDI Quattro Premium Plus,11.50 Lakh,Diesel,Automatic,"1,29,258 kms"
4342,2019 Maruti Ciaz,Alpha Diesel,9.80 Lakh,Diesel,Manual,"94,000 kms"
4343,2011 Maruti Alto,Green LXi (CNG),1.85 Lakh,CNG,Manual,"98,000 kms"
4344,2014 Maruti Wagon R,VXI,3.65 Lakh,Petrol,Manual,"94,000 kms"
4345,2011 Maruti Wagon R,LXI CNG,2.75 Lakh,CNG,Manual,"43,000 kms"
4346,2013 Maruti Swift,VDI,4.30 Lakh,Diesel,Manual,"83,874 kms"
4347,2017 Maruti Swift Dzire,VDI,6.50 Lakh,Diesel,Manual,"96,837 kms"
4348,2009 Maruti Swift,VDI BSIV,3.30 Lakh,Diesel,Manual,"83,260 kms"
4349,2005 Maruti Wagon R,LXI BS IV,1.45 Lakh,Petrol,Manual,"1,00,000 kms"
4350,2018 Tata Nexon,1.5 Revotorq XZA Plus,10.50 Lakh,Diesel,Automatic,"9,360 kms"
4351,2017 Datsun GO Plus,T BSIV,3.50 Lakh,Petrol,Manual,"1,30,000 kms"
4352,2006 Tata Indigo,GLX,1.25 Lakh,Petrol,Manual,"37,000 kms"
4353,2020 Tata Altroz,XZ Option,6.50 Lakh,Petrol,Manual,"56,000 kms"
4354,2016 Volkswagen Vento,1.5 TDI Highline AT,7.50 Lakh,Diesel,Automatic,"62,000 kms"
4355,2015 Maruti Swift,DDiS VDI,5.99 Lakh,Diesel,Manual,"1,03,000 kms"
4356,2017 Toyota Fortuner,2.8 4WD MT,25.00 Lakh,Diesel,Manual,"52,000 kms"
4357,2016 Ford Endeavour,3.2 Titanium AT 4X4,22.00 Lakh,Diesel,Automatic,"1,00,000 kms"
4358,2020 Mahindra XUV300,W6 Diesel,10.50 Lakh,Diesel,Manual,"61,000 kms"
4359,2013 Jaguar XF,2.2 Litre Luxury,14.00 Lakh,Diesel,Automatic,"24,563 kms"
4360,2016 BMW X1,xDrive 20d xLine,19.00 Lakh,Diesel,Automatic,"84,000 kms"
4361,2013 Hyundai i10,Magna 1.1L,3.80 Lakh,Petrol,Manual,"60,000 kms"
4362,2013 Maruti Swift,VDI,4.65 Lakh,Diesel,Manual,"65,000 kms"
4363,2016 Honda City,i VTEC CVT VX,8.45 Lakh,Petrol,Automatic,"16,000 kms"
4364,2015 Toyota Innova,2.5 Z Diesel 7 Seater BS IV,14.50 Lakh,Diesel,Manual,"39,000 kms"
4365,2011 Ford Figo,Diesel ZXI,2.95 Lakh,Diesel,Manual,"37,348 kms"
4366,2014 Chevrolet Beat,LS,2.65 Lakh,Petrol,Manual,"54,000 kms"
4367,2021 Volkswagen Vento,Petrol Highline,14.80 Lakh,Petrol,Manual,"60,000 kms"
4368,2021 Honda City,VTEC,13.50 Lakh,Petrol,Manual,"65,000 kms"
